id,names,voteID
68000010042,桃園市桃園區建國里,201601
68000010041,桃園市桃園區豐林里,201601
68000010040,桃園市桃園區中興里,201601
68000010039,桃園市桃園區朝陽里,201601
68000010038,桃園市桃園區青溪里,201601
68000010037,桃園市桃園區成功里,201601
68000010036,桃園市桃園區龍岡里,201601
68000010035,桃園市桃園區龍山里,201601
68000010034,桃園市桃園區光興里,201601
68000010033,桃園市桃園區福林里,201601
68000010032,桃園市桃園區雲林里,201601
68000010031,桃園市桃園區北門里,201601
68000010030,桃園市桃園區中正里,201601
68000010029,桃園市桃園區中成里,201601
68000010028,桃園市桃園區玉山里,201601
68000010027,桃園市桃園區南華里,201601
68000010026,桃園市桃園區南門里,201601
68000010025,桃園市桃園區西湖里,201601
68000010024,桃園市桃園區慈文里,201601
68000010023,桃園市桃園區中山里,201601
68000010022,桃園市桃園區新埔里,201601
68000010021,桃園市桃園區文昌里,201601
68000010020,桃園市桃園區中和里,201601
68000010019,桃園市桃園區西門里,201601
68000010018,桃園市桃園區西埔里,201601
68000010017,桃園市桃園區中埔里,201601
68000010016,桃園市桃園區長安里,201601
68000010015,桃園市桃園區萬壽里,201601
68000010014,桃園市桃園區東山里,201601
68000010013,桃園市桃園區東門里,201601
68000010012,桃園市桃園區東埔里,201601
68000010011,桃園市桃園區永安里,201601
68000010010,桃園市桃園區汴洲里,201601
68000010009,桃園市桃園區永興里,201601
68000010008,桃園市桃園區民生里,201601
68000010007,桃園市桃園區長美里,201601
68000010006,桃園市桃園區會稽里,201601
68000010005,桃園市桃園區忠義里,201601
68000010004,桃園市桃園區大林里,201601
68000010003,桃園市桃園區武陵里,201601
68000010002,桃園市桃園區文明里,201601
68000010001,桃園市桃園區文化里,201601
67000370048,臺南市中西區西和里,201801
67000370047,臺南市中西區南廠里,201801
67000370046,臺南市中西區府前里,201801
67000370045,臺南市中西區淺草里,201801
67000370044,臺南市中西區兌悅里,201801
67000370043,臺南市中西區五條港,201801
67000370042,臺南市中西區小西門,201801
67000370041,臺南市中西區南門里,201801
67000370040,臺南市中西區南美里,201801
67000370039,臺南市中西區城隍里,201801
67000370038,臺南市中西區郡西里,201601
67000370037,臺南市中西區保安里,201601
67000370036,臺南市中西區民權里,201601
67000370035,臺南市中西區三合里,201601
67000370034,臺南市中西區西賢里,201601
67000370033,臺南市中西區西湖里,201601
67000370032,臺南市中西區民主里,201601
67000370031,臺南市中西區大涼里,201601
67000370030,臺南市中西區中正里,201601
67000370029,臺南市中西區民生里,201601
67000370028,臺南市中西區安海里,201601
67000370027,臺南市中西區協進里,201601
67000370026,臺南市中西區元安里,201601
67000370025,臺南市中西區光賢里,201601
67000370024,臺南市中西區文賢里,201601
67000370023,臺南市中西區協和里,201601
67000370022,臺南市中西區藥王里,201601
67000370021,臺南市中西區水仙里,201601
67000370020,臺南市中西區普濟里,201601
67000370019,臺南市中西區萬昌里,201601
67000370018,臺南市中西區三民里,201601
