provinceID,cityID,districtID,townID,villageID,no,name,partyID,gender,birthday,age,birthCity,education,isCurrent,isElected,vice,id,voteID,oldID
10,004,00,000,0000,1,葉芳棟,999,1,0581101,45,台北市,專科,N, , ,,201402,10004000000
10,004,00,000,0000,2,邱鏡淳,1,1,0381208,64,臺灣省,碩士,Y,*, ,,201402,10004000000
10,004,00,000,0000,3,鄭永金,999,1,0381008,65,臺灣省,碩士,N, , ,,201402,10004000000
10,004,00,000,0000,4,莊作兵,999,1,0220615,81,臺灣省,高中,N, , ,,201402,10004000000
10,005,00,000,0000,1,徐耀昌,1,1,0440630,59,臺灣省,碩士,N,*, ,,201402,10005000000
10,005,00,000,0000,2,康世儒,999,1,0530116,50,臺灣省,專科,N, , ,,201402,10005000000
10,005,00,000,0000,3,江明修,999,1,0480322,55,臺灣省,博士,N, , ,,201402,10005000000
10,005,00,000,0000,4,陳淑芬,999,2,0491102,54,臺灣省,大學,N, , ,,201402,10005000000
10,005,00,000,0000,5,曾國良,999,1,0511025,52,臺灣省,碩士,N, , ,,201402,10005000000
10,005,00,000,0000,6,吳宜臻,16,2,0590423,44,新北市,碩士,N, , ,,201402,10005000000
10,007,00,000,0000,1,黃文玲,999,2,0580811,45,台北市,碩士,N, , ,,201402,10007000000
10,007,00,000,0000,2,洪敏雄,999,1,0501019,53,臺灣省,碩士,N, , ,,201402,10007000000
10,007,00,000,0000,3,魏明谷,16,1,0520318,51,臺灣省,碩士,N,*, ,,201402,10007000000
10,007,00,000,0000,4,林滄敏,1,1,0470101,56,臺灣省,碩士,N, , ,,201402,10007000000
10,008,00,000,0000,1,李文忠,16,1,0470620,56,臺灣省,高中,N, , ,,201402,10008000000
10,008,00,000,0000,2,林明溱,1,1,0400213,63,臺灣省,碩士,N,*, ,,201402,10008000000
10,009,00,000,0000,1,張麗善,1,2,0530101,50,臺灣省,碩士,N, , ,,201402,10009000000
10,009,00,000,0000,2,李進勇,16,1,0400801,63,臺灣省,碩士,N,*, ,,201402,10009000000
10,010,00,000,0000,1,黃宏成台灣阿成世界偉人,999,1,0570320,46,臺灣省,大學,N, , ,,201402,10010000000
10,010,00,000,0000,2,張花冠,16,2,0430707,60,臺灣省,碩士,Y,*, ,,201402,10010000000
10,010,00,000,0000,3,翁重鈞,1,1,0440531,59,臺灣省,碩士,N, , ,,201402,10010000000
10,013,00,000,0000,1,簡太郎,1,1,0360215,67,臺灣省,大學,N, , ,,201402,10013000000
10,013,00,000,0000,2,潘孟安,16,1,0520815,51,臺灣省,碩士,N,*, ,,201402,10013000000
10,002,00,000,0000,1,林聰賢,16,1,0510222,52,臺灣省,碩士,Y,*, ,,201402,10002000000
10,002,00,000,0000,2,邱淑媞,1,2,0511017,52,台南市,博士,N, , ,,201402,10002000000
10,015,00,000,0000,1,傅崐萁,999,1,0510508,52,台中市,碩士,Y,*, ,,201402,10015000000
10,015,00,000,0000,2,徐榛蔚,999,2,0571012,46,臺灣省,大學,N, , ,,201402,10015000000
10,015,00,000,0000,3,黄師鵬,999,1,0460718,57,臺灣省,大學,N, , ,,201402,10015000000
10,015,00,000,0000,4,柯賜海,999,1,0450304,58,台南市,其他,N, , ,,201402,10015000000
10,015,00,000,0000,5,朱國華,999,1,0480617,55,臺灣省,專科,N, , ,,201402,10015000000
10,015,00,000,0000,6,蔡啟塔,1,1,0471009,56,臺灣省,其他,N, , ,,201402,10015000000
10,014,00,000,0000,1,劉櫂豪,16,1,0560202,47,臺灣省,大學,N, , ,,201402,10014000000
10,014,00,000,0000,2,黃健庭,1,1,0481106,55,臺灣省,碩士,Y,*, ,,201402,10014000000
10,016,00,000,0000,1,陳光復,16,1,0441025,59,臺灣省,高中,N,*, ,,201402,10016000000
10,016,00,000,0000,2,蘇崑雄,1,1,0450407,58,臺灣省,碩士,N, , ,,201402,10016000000
10,017,00,000,0000,1,謝立功,1,1,0500510,53,台北市,博士,N, , ,,201402,10017000000
10,017,00,000,0000,2,黃景泰,999,1,0541105,49,臺灣省,碩士,N, , ,,201402,10017000000
10,017,00,000,0000,3,林右昌,16,1,0600310,43,臺灣省,碩士,N,*, ,,201402,10017000000
10,017,00,000,0000,4,何燕堂,199,1,0541113,49,臺灣省,大學,N, , ,,201402,10017000000
10,017,00,000,0000,5,吳武明,999,1,0460613,57,台北市,博士,N, , ,,201402,10017000000
10,017,00,000,0000,6,江鑒育,999,1,0490311,54,其他,專科,N, , ,,201402,10017000000
10,018,00,000,0000,1,劉正幸,999,1,0441126,59,臺灣省,大學,N, , ,,201402,10018000000
10,018,00,000,0000,2,許明財,1,1,0420613,61,臺灣省,碩士,Y, , ,,201402,10018000000
10,018,00,000,0000,3,蔡仁堅,999,1,0411027,62,臺灣省,碩士,N, , ,,201402,10018000000
10,018,00,000,0000,4,林智堅,16,1,0640527,39,臺灣省,碩士,N,*, ,,201402,10018000000
10,018,00,000,0000,5,吳淑敏,999,2,0540829,49,臺灣省,碩士,N, , ,,201402,10018000000
10,020,00,000,0000,1,陳秀麗,999,2,0371023,66,臺灣省,其他,N, , ,,201402,10020000000
10,020,00,000,0000,2,陳泰山,999,1,0381005,65,臺灣省,碩士,N, , ,,201402,10020000000
10,020,00,000,0000,3,陳以真,1,2,0660125,37,台北市,大學,N, , ,,201402,10020000000
10,020,00,000,0000,4,涂醒哲,16,1,0400617,63,臺灣省,博士,N,*, ,,201402,10020000000
10,020,00,000,0000,5,許文建,999,1,0490706,54,臺灣省,高中,N, , ,,201402,10020000000
10,020,00,000,0000,6,林詩涵,199,2,0701101,33,台中市,大學,N, , ,,201402,10020000000
09,020,00,000,0000,1,蘇龍科,999,1,0490108,54,台中市,大學,N, , ,,201402,09020000000
