provinceID,cityID,districtID,townID,villageID,nameVillage,nameTown,nameDistrict,nameCity,oldID,voteID_base,trimVillage,names,id,voteID_id
10,008,00,040,0005,里,竹山鎮,南投縣,南投縣,10008040005,201402,里,南投縣竹山鎮里,,
