provinceID,cityID,districtID,townID,villageID,nameVillage,nameTown,nameDistrict,nameCity,oldID,voteID_base,trimVillage,names,id,voteID_id
04,000,00,029,0528,大山里,北區,臺南市,臺南市,04000029528,201001,大山里,臺南市北區大山里,,
05,000,00,022,0313,復興里,左營區,高雄市,高雄市,05000022313,201001,復興里,高雄市左營區復興里,,
05,000,00,034,0698,誠正里,鳳山區,高雄市,高雄市,05000034698,201001,誠正里,高雄市鳳山區誠正里,,
05,000,00,034,0712,海風里,鳳山區,高雄市,高雄市,05000034712,201001,海風里,高雄市鳳山區海風里,,
