provinceID,cityID,districtID,townID,villageID,nameVillage,nameTown,nameDistrict,nameCity,oldID,voteID_base,trimVillage,names,id,voteID_id
67,000,00,350,0019,公里,安南區,臺南市,臺南市,67000350019,201401,公里,臺南市安南區公里,,
67,000,00,340,0010,大山里,北區,臺南市,臺南市,67000340010,201401,大山里,臺南市北區大山里,,
