provinceID,cityID,districtID,townID,villageID,nameVillage,nameTown,nameDistrict,nameCity,oldID,voteID_base,trimVillage,names_no,id_no,voteID_id,trimNames,id_id2,names_id2,voteID
02,000,00,002,0050,復興里,左營區,高雄市,高雄市,02000002050,200801,復興里,高雄市左營區復興里,,,高雄左營復興,,,
02,000,00,006,0188,港北里,三民區,高雄市,高雄市,02000006188,200801,港北里,高雄市三民區港北里,,,高雄三民港北,,,
02,000,00,011,0455,海澄里、海昌里、海豐里、海原里、海城里,小港區,高雄市,高雄市,02000011455,200801,海澄里,高雄市小港區海澄里,,,高雄小港海澄,,,
03,002,00,001,0009,民生里,宜蘭市,宜蘭縣,宜蘭縣,03002001009,200801,民生里,宜蘭縣宜蘭市民生里,,,宜蘭宜蘭民生,,,
03,002,00,001,0010,昇平里,宜蘭市,宜蘭縣,宜蘭縣,03002001010,200801,昇平里,宜蘭縣宜蘭市昇平里,,,宜蘭宜蘭昇平,,,
03,002,00,001,0011,大東里,宜蘭市,宜蘭縣,宜蘭縣,03002001011,200801,大東里,宜蘭縣宜蘭市大東里,,,宜蘭宜蘭大東,,,
03,002,00,001,0012,新興里,宜蘭市,宜蘭縣,宜蘭縣,03002001012,200801,新興里,宜蘭縣宜蘭市新興里,,,宜蘭宜蘭新興,,,
03,002,00,001,0013,和睦里,宜蘭市,宜蘭縣,宜蘭縣,03002001013,200801,和睦里,宜蘭縣宜蘭市和睦里,,,宜蘭宜蘭和睦,,,
03,002,00,001,0027,中正里,宜蘭市,宜蘭縣,宜蘭縣,03002001027,200801,中正里,宜蘭縣宜蘭市中正里,,,宜蘭宜蘭中正,,,
03,002,00,001,0036,慶和里,宜蘭市,宜蘭縣,宜蘭縣,03002001036,200801,慶和里,宜蘭縣宜蘭市慶和里,,,宜蘭宜蘭慶和,,,
03,002,00,001,0037,鄂王里,宜蘭市,宜蘭縣,宜蘭縣,03002001037,200801,鄂王里,宜蘭縣宜蘭市鄂王里,,,宜蘭宜蘭鄂王,,,
03,002,00,001,0040,大道里,宜蘭市,宜蘭縣,宜蘭縣,03002001040,200801,大道里,宜蘭縣宜蘭市大道里,,,宜蘭宜蘭大道,,,
03,002,00,003,0069,岳明里,蘇澳鎮,宜蘭縣,宜蘭縣,03002003069,200801,岳明里,宜蘭縣蘇澳鎮岳明里,,,宜蘭蘇澳岳明,,,
03,003,00,004,0160,大華村,蘆竹鄉,桃園縣,桃園縣,03003004160,200801,大華村,桃園縣蘆竹鄉大華村,,,桃園蘆竹大華,,,
03,009,00,014,0264,公館里,西螺鎮,雲林縣,雲林縣,03009014264,200801,公館里,雲林縣西螺鎮公館里,,,雲林西螺公館,,,
03,012,00,001,0007,梅蘭村,桃源鄉,高雄縣,高雄縣,03012001007,200801,梅蘭村,高雄縣桃源鄉梅蘭村,,,高雄桃源梅蘭,,,
03,012,00,002,0009,民族村,三民鄉,高雄縣,高雄縣,03012002009,200801,民族村,高雄縣三民鄉民族村,,,高雄三民民族,,,
03,012,00,002,0010,民權村,三民鄉,高雄縣,高雄縣,03012002010,200801,民權村,高雄縣三民鄉民權村,,,高雄三民民權,,,
03,012,00,002,0011,民生村,三民鄉,高雄縣,高雄縣,03012002011,200801,民生村,高雄縣三民鄉民生村,,,高雄三民民生,,,
03,012,00,016,0182,,湖內鄉,高雄縣,高雄縣,03012016182,200801,,,,,,,,
03,012,00,027,0391,誠正里,鳳山市,高雄縣,高雄縣,03012027391,200801,誠正里,高雄縣鳳山市誠正里,,,高雄鳳山誠正,,,
03,012,00,027,0405,海風里,鳳山市,高雄縣,高雄縣,03012027405,200801,海風里,高雄縣鳳山市海風里,,,高雄鳳山海風,,,
03,016,00,001,0001,新復里,馬公市,澎湖縣,澎湖縣,03016001001,200801,新復里,澎湖縣馬公市新復里,,,澎湖馬公新復,,,
03,020,00,001,0005,東平里,東區,嘉義市,嘉義市,03020001005,200801,東平里,嘉義市東區東平里,,,嘉義東東平,,,
03,020,00,001,0012,東噴里,東區,嘉義市,嘉義市,03020001012,200801,東噴里,嘉義市東區東噴里,,,嘉義東東噴,,,
03,020,00,001,0013,東山里,東區,嘉義市,嘉義市,03020001013,200801,東山里,嘉義市東區東山里,,,嘉義東東山,,,
03,020,00,001,0014,東安里,東區,嘉義市,嘉義市,03020001014,200801,東安里,嘉義市東區東安里,,,嘉義東東安,,,
03,020,00,001,0015,大街里,東區,嘉義市,嘉義市,03020001015,200801,大街里,嘉義市東區大街里,,,嘉義東大街,,,
03,020,00,001,0016,祐民里,東區,嘉義市,嘉義市,03020001016,200801,祐民里,嘉義市東區祐民里,,,嘉義東祐民,,,
03,020,00,001,0017,東仁里,東區,嘉義市,嘉義市,03020001017,200801,東仁里,嘉義市東區東仁里,,,嘉義東東仁,,,
03,020,00,001,0018,內安里,東區,嘉義市,嘉義市,03020001018,200801,內安里,嘉義市東區內安里,,,嘉義東內安,,,
03,020,00,001,0019,雲霄里,東區,嘉義市,嘉義市,03020001019,200801,雲霄里,嘉義市東區雲霄里,,,嘉義東雲霄,,,
03,020,00,001,0020,建國里,東區,嘉義市,嘉義市,03020001020,200801,建國里,嘉義市東區建國里,,,嘉義東建國,,,
03,020,00,001,0021,府路里,東區,嘉義市,嘉義市,03020001021,200801,府路里,嘉義市東區府路里,,,嘉義東府路,,,
03,020,00,001,0022,鎮南里,東區,嘉義市,嘉義市,03020001022,200801,鎮南里,嘉義市東區鎮南里,,,嘉義東南,,,
03,020,00,001,0023,神農里,東區,嘉義市,嘉義市,03020001023,200801,神農里,嘉義市東區神農里,,,嘉義東神農,,,
03,020,00,001,0024,崇文里,東區,嘉義市,嘉義市,03020001024,200801,崇文里,嘉義市東區崇文里,,,嘉義東崇文,,,
03,020,00,001,0025,龍山里,東區,嘉義市,嘉義市,03020001025,200801,龍山里,嘉義市東區龍山里,,,嘉義東龍山,,,
03,020,00,001,0026,安平里,東區,嘉義市,嘉義市,03020001026,200801,安平里,嘉義市東區安平里,,,嘉義東安平,,,
03,020,00,001,0027,文昌里,東區,嘉義市,嘉義市,03020001027,200801,文昌里,嘉義市東區文昌里,,,嘉義東文昌,,,
03,020,00,001,0028,蘭井里,東區,嘉義市,嘉義市,03020001028,200801,蘭井里,嘉義市東區蘭井里,,,嘉義東蘭井,,,
03,020,00,001,0029,光復里,東區,嘉義市,嘉義市,03020001029,200801,光復里,嘉義市東區光復里,,,嘉義東光復,,,
03,020,00,001,0030,初陽里,東區,嘉義市,嘉義市,03020001030,200801,初陽里,嘉義市東區初陽里,,,嘉義東初陽,,,
03,020,00,001,0031,震安里,東區,嘉義市,嘉義市,03020001031,200801,震安里,嘉義市東區震安里,,,嘉義東震安,,,
03,020,00,001,0043,北城里,東區,嘉義市,嘉義市,03020001043,200801,北城里,嘉義市東區北城里,,,嘉義東北城,,,
03,020,00,001,0044,仁武里,東區,嘉義市,嘉義市,03020001044,200801,仁武里,嘉義市東區仁武里,,,嘉義東仁武,,,
03,020,00,001,0045,泰安里,東區,嘉義市,嘉義市,03020001045,200801,泰安里,嘉義市東區泰安里,,,嘉義東泰安,,,
03,020,00,001,0046,檜村里,東區,嘉義市,嘉義市,03020001046,200801,檜村里,嘉義市東區檜村里,,,嘉義東檜,,,
03,020,00,001,0047,社口里,東區,嘉義市,嘉義市,03020001047,200801,社口里,嘉義市東區社口里,,,嘉義東社口,,,
03,020,00,001,0048,仁和里,東區,嘉義市,嘉義市,03020001048,200801,仁和里,嘉義市東區仁和里,,,嘉義東仁和,,,
03,020,00,002,0055,驛站里,西區,嘉義市,嘉義市,03020002055,200801,驛站里,嘉義市西區驛站里,,,嘉義西驛站,,,
03,020,00,002,0056,民安里,西區,嘉義市,嘉義市,03020002056,200801,民安里,嘉義市西區民安里,,,嘉義西民安,,,
03,020,00,002,0057,菜園里,西區,嘉義市,嘉義市,03020002057,200801,菜園里,嘉義市西區菜園里,,,嘉義西菜園,,,
03,020,00,002,0058,集英里,西區,嘉義市,嘉義市,03020002058,200801,集英里,嘉義市西區集英里,,,嘉義西集英,,,
03,020,00,002,0059,福松里,西區,嘉義市,嘉義市,03020002059,200801,福松里,嘉義市西區福松里,,,嘉義西福松,,,
03,020,00,002,0060,義昌里,西區,嘉義市,嘉義市,03020002060,200801,義昌里,嘉義市西區義昌里,,,嘉義西義昌,,,
03,020,00,002,0061,自治里,西區,嘉義市,嘉義市,03020002061,200801,自治里,嘉義市西區自治里,,,嘉義西自治,,,
03,020,00,002,0062,大業里,西區,嘉義市,嘉義市,03020002062,200801,大業里,嘉義市西區大業里,,,嘉義西大業,,,
03,020,00,002,0063,中庸里,西區,嘉義市,嘉義市,03020002063,200801,中庸里,嘉義市西區中庸里,,,嘉義西中庸,,,
03,020,00,002,0064,學圃里,西區,嘉義市,嘉義市,03020002064,200801,學圃里,嘉義市西區學圃里,,,嘉義西學圃,,,
03,020,00,002,0065,北杏里,西區,嘉義市,嘉義市,03020002065,200801,北杏里,嘉義市西區北杏里,,,嘉義西北杏,,,
03,020,00,002,0066,社內里,西區,嘉義市,嘉義市,03020002066,200801,社內里,嘉義市西區社內里,,,嘉義西社內,,,
03,020,00,002,0067,民生里,西區,嘉義市,嘉義市,03020002067,200801,民生里,嘉義市西區民生里,,,嘉義西民生,,,
03,020,00,002,0068,慶昇里,西區,嘉義市,嘉義市,03020002068,200801,慶昇里,嘉義市西區慶昇里,,,嘉義西慶昇,,,
03,020,00,002,0069,通運里,西區,嘉義市,嘉義市,03020002069,200801,通運里,嘉義市西區通運里,,,嘉義西通運,,,
03,020,00,002,0070,榮檜里,西區,嘉義市,嘉義市,03020002070,200801,榮檜里,嘉義市西區榮檜里,,,嘉義西榮檜,,,
03,020,00,002,0071,功科里,西區,嘉義市,嘉義市,03020002071,200801,功科里,嘉義市西區功科里,,,嘉義西功科,,,
03,020,00,002,0072,康莊里,西區,嘉義市,嘉義市,03020002072,200801,康莊里,嘉義市西區康莊里,,,嘉義西康莊,,,
03,020,00,002,0074,力行里,西區,嘉義市,嘉義市,03020002074,200801,力行里,嘉義市西區力行里,,,嘉義西力行,,,
03,020,00,002,0082,華明里,西區,嘉義市,嘉義市,03020002082,200801,華明里,嘉義市西區華明里,,,嘉義西華明,,,
03,020,00,002,0083,導民里,西區,嘉義市,嘉義市,03020002083,200801,導民里,嘉義市西區導民里,,,嘉義西導民,,,
03,020,00,002,0095,長安里,西區,嘉義市,嘉義市,03020002095,200801,長安里,嘉義市西區長安里,,,嘉義西長安,,,
03,020,00,002,0098,慶昌里,西區,嘉義市,嘉義市,03020002098,200801,慶昌里,嘉義市西區慶昌里,,,嘉義西慶昌,,,
03,020,00,002,0099,小湖里,西區,嘉義市,嘉義市,03020002099,200801,小湖里,嘉義市西區小湖里,,,嘉義西小湖,,,
03,020,00,002,0100,竹文里,西區,嘉義市,嘉義市,03020002100,200801,竹文里,嘉義市西區竹文里,,,嘉義西竹文,,,
03,021,00,006,0206,復國里、中興里,東區,臺南市,臺南市,03021006206,200801,復國里,臺南市東區復國里,,,臺南東復國,,,
