provinceID,cityID,districtID,townID,villageID,nameVillage,nameTown,nameDistrict,nameCity,oldID,voteID,id
63,000,00,120,0001,建民里,北投區,臺北市,臺北市,,201601,63000120001
63,000,00,120,0002,文林里,北投區,臺北市,臺北市,,201601,63000120002
63,000,00,120,0003,石牌里,北投區,臺北市,臺北市,,201601,63000120003
63,000,00,120,0004,福興里,北投區,臺北市,臺北市,,201601,63000120004
63,000,00,120,0005,榮光里,北投區,臺北市,臺北市,,201601,63000120005
63,000,00,120,0006,榮華里,北投區,臺北市,臺北市,,201601,63000120006
63,000,00,120,0007,裕民里,北投區,臺北市,臺北市,,201601,63000120007
63,000,00,120,0008,振華里,北投區,臺北市,臺北市,,201601,63000120008
63,000,00,120,0009,永和里,北投區,臺北市,臺北市,,201601,63000120009
63,000,00,120,0010,永欣里,北投區,臺北市,臺北市,,201601,63000120010
63,000,00,120,0011,永明里,北投區,臺北市,臺北市,,201601,63000120011
63,000,00,120,0012,東華里,北投區,臺北市,臺北市,,201601,63000120012
63,000,00,120,0013,吉利里,北投區,臺北市,臺北市,,201601,63000120013
63,000,00,120,0014,吉慶里,北投區,臺北市,臺北市,,201601,63000120014
63,000,00,120,0015,尊賢里,北投區,臺北市,臺北市,,201601,63000120015
63,000,00,120,0016,立賢里,北投區,臺北市,臺北市,,201601,63000120016
63,000,00,120,0017,立農里,北投區,臺北市,臺北市,,201601,63000120017
63,000,00,120,0018,八仙里,北投區,臺北市,臺北市,,201601,63000120018
63,000,00,120,0019,洲美里,北投區,臺北市,臺北市,,201601,63000120019
63,000,00,120,0020,奇岩里,北投區,臺北市,臺北市,,201601,63000120020
63,000,00,120,0021,清江里,北投區,臺北市,臺北市,,201601,63000120021
63,000,00,120,0022,中央里,北投區,臺北市,臺北市,,201601,63000120022
63,000,00,120,0023,長安里,北投區,臺北市,臺北市,,201601,63000120023
63,000,00,120,0024,大同里,北投區,臺北市,臺北市,,201601,63000120024
63,000,00,120,0025,溫泉里,北投區,臺北市,臺北市,,201601,63000120025
63,000,00,120,0026,林泉里,北投區,臺北市,臺北市,,201601,63000120026
